Region/Country/Area,,Year,Series,Major trading partner 1 (% of exports),Major trading partner 1 (% of exports) footnote,Value
710,South Africa,2020,Major trading partner 3 (% of imports),Germany,,9.1
710,South Africa,2023,Major trading partner 3 (% of imports),Germany,,8.1
728,South Sudan,2015,Major trading partner 1 (% of exports),China,,99.7
728,South Sudan,2020,Major trading partner 1 (% of exports),China,,79.7
728,South Sudan,2023,Major trading partner 1 (% of exports),China,,66.8
728,South Sudan,2015,Major trading partner 1 (% of imports),Uganda,,32.7
728,South Sudan,2020,Major trading partner 1 (% of imports),Uganda,,31.8
728,South Sudan,2023,Major trading partner 1 (% of imports),Uganda,,40.5
728,South Sudan,2015,Major trading partner 2 (% of exports),Singapore,,0
728,South Sudan,2020,Major trading partner 2 (% of exports),Singapore,,0.1
728,South Sudan,2023,Major trading partner 2 (% of exports),Singapore,,11.3
728,South Sudan,2015,Major trading partner 2 (% of imports),United Arab Emirates,,0.2
728,South Sudan,2020,Major trading partner 2 (% of imports),United Arab Emirates,,17.2
728,South Sudan,2023,Major trading partner 2 (% of imports),United Arab Emirates,,20.5
728,South Sudan,2020,Major trading partner 3 (% of exports),United Arab Emirates,,6.7
728,South Sudan,2023,Major trading partner 3 (% of exports),United Arab Emirates,,10
728,South Sudan,2015,Major trading partner 3 (% of imports),Kenya,,22
728,South Sudan,2020,Major trading partner 3 (% of imports),Kenya,,19.3
728,South Sudan,2023,Major trading partner 3 (% of imports),Kenya,,12.2
724,Spain,2015,Major trading partner 1 (% of exports),France,,15.4
724,Spain,2020,Major trading partner 1 (% of exports),France,,15.4
724,Spain,2023,Major trading partner 1 (% of exports),France,,15
724,Spain,2015,Major trading partner 1 (% of imports),Germany,,13.1
724,Spain,2020,Major trading partner 1 (% of imports),Germany,,11.8
724,Spain,2023,Major trading partner 1 (% of imports),Germany,,10.6
724,Spain,2015,Major trading partner 2 (% of exports),Germany,,12
724,Spain,2020,Major trading partner 2 (% of exports),Germany,,10.8
724,Spain,2023,Major trading partner 2 (% of exports),Germany,,10.1
724,Spain,2015,Major trading partner 2 (% of imports),China,,8.6
724,Spain,2020,Major trading partner 2 (% of imports),China,,10.2
724,Spain,2023,Major trading partner 2 (% of imports),China,,10.1
724,Spain,2015,Major trading partner 3 (% of exports),Italy,,7.7
724,Spain,2020,Major trading partner 3 (% of exports),Italy,,7.5
724,Spain,2023,Major trading partner 3 (% of exports),Italy,,8.3
724,Spain,2015,Major trading partner 3 (% of imports),France,,10.9
724,Spain,2020,Major trading partner 3 (% of imports),France,,9.9
724,Spain,2023,Major trading partner 3 (% of imports),France,,8.8
144,Sri Lanka,2015,Major trading partner 1 (% of exports),United States,,26.8
144,Sri Lanka,2020,Major trading partner 1 (% of exports),United States,,24.8
144,Sri Lanka,2023,Major trading partner 1 (% of exports),United States,,23.2
144,Sri Lanka,2015,Major trading partner 1 (% of imports),India,,22.5
144,Sri Lanka,2020,Major trading partner 1 (% of imports),India,,19.3
144,Sri Lanka,2023,Major trading partner 1 (% of imports),India,,19.5
144,Sri Lanka,2015,Major trading partner 2 (% of exports),United Kingdom,,9.8
144,Sri Lanka,2020,Major trading partner 2 (% of exports),United Kingdom,,8.9
144,Sri Lanka,2023,Major trading partner 2 (% of exports),United Kingdom,,7.1
144,Sri Lanka,2015,Major trading partner 2 (% of imports),China,,19.7
144,Sri Lanka,2020,Major trading partner 2 (% of imports),China,,22.9
144,Sri Lanka,2023,Major trading partner 2 (% of imports),China,,18.9
144,Sri Lanka,2015,Major trading partner 3 (% of exports),India,,6.9
144,Sri Lanka,2020,Major trading partner 3 (% of exports),India,,6.1
144,Sri Lanka,2023,Major trading partner 3 (% of exports),India,,7.1
144,Sri Lanka,2015,Major trading partner 3 (% of imports),United Arab Emirates,,5.7
144,Sri Lanka,2020,Major trading partner 3 (% of imports),United Arab Emirates,,5.7
144,Sri Lanka,2023,Major trading partner 3 (% of imports),United Arab Emirates,,9.5
729,Sudan,2015,Major trading partner 1 (% of exports),United Arab Emirates,,14.4
729,Sudan,2020,Major trading partner 1 (% of exports),United Arab Emirates,,44.6
729,Sudan,2023,Major trading partner 1 (% of exports),United Arab Emirates,,43.6
729,Sudan,2015,Major trading partner 1 (% of imports),United Arab Emirates,,5.6
729,Sudan,2020,Major trading partner 1 (% of imports),United Arab Emirates,,12.9
729,Sudan,2023,Major trading partner 1 (% of imports),United Arab Emirates,,19.3
729,Sudan,2015,Major trading partner 2 (% of exports),China,,56.4
729,Sudan,2020,Major trading partner 2 (% of exports),China,,18.4
729,Sudan,2023,Major trading partner 2 (% of exports),China,,13.9
729,Sudan,2015,Major trading partner 2 (% of imports),India,,8.5
729,Sudan,2020,Major trading partner 2 (% of imports),India,,11.8
729,Sudan,2023,Major trading partner 2 (% of imports),India,,17.7
729,Sudan,2015,Major trading partner 3 (% of exports),Malaysia,,0
729,Sudan,2020,Major trading partner 3 (% of exports),Malaysia,,0
729,Sudan,2023,Major trading partner 3 (% of exports),Malaysia,,7.4
729,Sudan,2015,Major trading partner 3 (% of imports),Saudi Arabia,,4.7
729,Sudan,2020,Major trading partner 3 (% of imports),Saudi Arabia,,7.4
729,Sudan,2023,Major trading partner 3 (% of imports),Saudi Arabia,,15
740,Suriname,2015,Major trading partner 1 (% of exports),Areas nes,Areas not elsewhere specified.,57.8
740,Suriname,2020,Major trading partner 1 (% of exports),Areas nes,Areas not elsewhere specified.,14
740,Suriname,2023,Major trading partner 1 (% of exports),Areas nes,Areas not elsewhere specified.,92.7
740,Suriname,2015,Major trading partner 1 (% of imports),United States,,21.2
740,Suriname,2020,Major trading partner 1 (% of imports),United States,,24.6
740,Suriname,2023,Major trading partner 1 (% of imports),United States,,26.4
740,Suriname,2015,Major trading partner 2 (% of exports),United States,,1.4
740,Suriname,2020,Major trading partner 2 (% of exports),United States,,5.4
740,Suriname,2023,Major trading partner 2 (% of exports),United States,,3.2
740,Suriname,2015,Major trading partner 2 (% of imports),Netherlands,,9.3
740,Suriname,2020,Major trading partner 2 (% of imports),Netherlands,,12
740,Suriname,2023,Major trading partner 2 (% of imports),Netherlands,,12.4
740,Suriname,2015,Major trading partner 3 (% of exports),United Arab Emirates,,22.9
740,Suriname,2020,Major trading partner 3 (% of exports),United Arab Emirates,,18.3
740,Suriname,2023,Major trading partner 3 (% of exports),United Arab Emirates,,0.7
740,Suriname,2015,Major trading partner 3 (% of imports),Trinidad and Tobago,,6.4
740,Suriname,2020,Major trading partner 3 (% of imports),Trinidad and Tobago,,18.3
740,Suriname,2023,Major trading partner 3 (% of imports),Trinidad and Tobago,,10.6
752,Sweden,2015,Major trading partner 1 (% of exports),Germany,,11.3
752,Sweden,2020,Major trading partner 1 (% of exports),Germany,,11.5
752,Sweden,2023,Major trading partner 1 (% of exports),Germany,,10.3
752,Sweden,2015,Major trading partner 1 (% of imports),Germany,,17.9
752,Sweden,2020,Major trading partner 1 (% of imports),Germany,,18.1
752,Sweden,2023,Major trading partner 1 (% of imports),Germany,,16.6
752,Sweden,2015,Major trading partner 2 (% of exports),Norway,,10.2
752,Sweden,2020,Major trading partner 2 (% of exports),Norway,,10.6
752,Sweden,2023,Major trading partner 2 (% of exports),Norway,,9.5
752,Sweden,2015,Major trading partner 2 (% of imports),Netherlands,,8
752,Sweden,2020,Major trading partner 2 (% of imports),Netherlands,,9.7
752,Sweden,2023,Major trading partner 2 (% of imports),Netherlands,,10.7
752,Sweden,2015,Major trading partner 3 (% of exports),United States,,7.8
752,Sweden,2020,Major trading partner 3 (% of exports),United States,,8.6
752,Sweden,2023,Major trading partner 3 (% of exports),United States,,8.6
752,Sweden,2015,Major trading partner 3 (% of imports),Norway,,7.8
752,Sweden,2020,Major trading partner 3 (% of imports),Norway,,9
752,Sweden,2023,Major trading partner 3 (% of imports),Norway,,10.3
756,Switzerland,2015,Major trading partner 1 (% of exports),United States,,10.6
756,Switzerland,2020,Major trading partner 1 (% of exports),United States,,23
756,Switzerland,2023,Major trading partner 1 (% of exports),United States,,15
756,Switzerland,2015,Major trading partner 1 (% of imports),Germany,,20.6
756,Switzerland,2020,Major trading partner 1 (% of imports),Germany,,19.5
756,Switzerland,2023,Major trading partner 1 (% of imports),Germany,,18.2
756,Switzerland,2015,Major trading partner 2 (% of exports),Germany,,14.2
756,Switzerland,2020,Major trading partner 2 (% of exports),Germany,,15.4
756,Switzerland,2023,Major trading partner 2 (% of exports),Germany,,12.2
756,Switzerland,2015,Major trading partner 2 (% of imports),United States,,8
756,Switzerland,2020,Major trading partner 2 (% of imports),United States,,7.2
756,Switzerland,2023,Major trading partner 2 (% of imports),United States,,9
756,Switzerland,2015,Major trading partner 3 (% of exports),China,,7
756,Switzerland,2020,Major trading partner 3 (% of exports),China,,5.5
756,Switzerland,2023,Major trading partner 3 (% of exports),China,,10.7
756,Switzerland,2015,Major trading partner 3 (% of imports),Italy,,7.7
756,Switzerland,2020,Major trading partner 3 (% of imports),Italy,,8.2
756,Switzerland,2023,Major trading partner 3 (% of imports),Italy,,7.9
760,Syrian Arab Republic,2015,Major trading partner 1 (% of exports),Saudi Arabia,,10.7
760,Syrian Arab Republic,2020,Major trading partner 1 (% of exports),Saudi Arabia,,20.9
760,Syrian Arab Republic,2023,Major trading partner 1 (% of exports),Saudi Arabia,,32.3
760,Syrian Arab Republic,2015,Major trading partner 1 (% of imports),Türkiye,,32.4
760,Syrian Arab Republic,2020,Major trading partner 1 (% of imports),Türkiye,,32.2
760,Syrian Arab Republic,2023,Major trading partner 1 (% of imports),Türkiye,,41.9
760,Syrian Arab Republic,2015,Major trading partner 2 (% of exports),Türkiye,,9.4
760,Syrian Arab Republic,2020,Major trading partner 2 (% of exports),Türkiye,,25.6
760,Syrian Arab Republic,2023,Major trading partner 2 (% of exports),Türkiye,,26.8
760,Syrian Arab Republic,2015,Major trading partner 2 (% of imports),Russian Federation,,3.2
760,Syrian Arab Republic,2020,Major trading partner 2 (% of imports),Russian Federation,,3.7
760,Syrian Arab Republic,2023,Major trading partner 2 (% of imports),Russian Federation,,10.2
760,Syrian Arab Republic,2015,Major trading partner 3 (% of exports),Lebanon,,15
760,Syrian Arab Republic,2020,Major trading partner 3 (% of exports),Lebanon,,10.5
760,Syrian Arab Republic,2023,Major trading partner 3 (% of exports),Lebanon,,4.8
760,Syrian Arab Republic,2015,Major trading partner 3 (% of imports),United Arab Emirates,,3.9
760,Syrian Arab Republic,2020,Major trading partner 3 (% of imports),United Arab Emirates,,13.4
760,Syrian Arab Republic,2023,Major trading partner 3 (% of imports),United Arab Emirates,,8.7
762,Tajikistan,2015,Major trading partner 1 (% of exports),Kazakhstan,,21.7
762,Tajikistan,2020,Major trading partner 1 (% of exports),Kazakhstan,,21.2
762,Tajikistan,2023,Major trading partner 1 (% of exports),Kazakhstan,,29
762,Tajikistan,2015,Major trading partner 1 (% of imports),Russian Federation,,32.5
762,Tajikistan,2020,Major trading partner 1 (% of imports),Russian Federation,,29.7
762,Tajikistan,2023,Major trading partner 1 (% of imports),Russian Federation,,30.6
762,Tajikistan,2015,Major trading partner 2 (% of exports),China,,4.9
762,Tajikistan,2020,Major trading partner 2 (% of exports),China,,4.8
762,Tajikistan,2023,Major trading partner 2 (% of exports),China,,13.6
762,Tajikistan,2015,Major trading partner 2 (% of imports),Kazakhstan,,15.9
762,Tajikistan,2020,Major trading partner 2 (% of imports),Kazakhstan,,24.2
762,Tajikistan,2023,Major trading partner 2 (% of imports),Kazakhstan,,18.5
762,Tajikistan,2015,Major trading partner 3 (% of exports),Türkiye,,22.3
762,Tajikistan,2020,Major trading partner 3 (% of exports),Türkiye,,28.3
762,Tajikistan,2023,Major trading partner 3 (% of exports),Türkiye,,10.8
762,Tajikistan,2015,Major trading partner 3 (% of imports),China,,27.8
762,Tajikistan,2020,Major trading partner 3 (% of imports),China,,14
762,Tajikistan,2023,Major trading partner 3 (% of imports),China,,16.2
764,Thailand,2015,Major trading partner 1 (% of exports),United States,,11.2
764,Thailand,2020,Major trading partner 1 (% of exports),United States,,14.9
764,Thailand,2023,Major trading partner 1 (% of exports),United States,,16.6
764,Thailand,2015,Major trading partner 1 (% of imports),China,,20.3
764,Thailand,2020,Major trading partner 1 (% of imports),China,,24
764,Thailand,2023,Major trading partner 1 (% of imports),China,,23.3
764,Thailand,2015,Major trading partner 2 (% of exports),China,,11.1
764,Thailand,2020,Major trading partner 2 (% of exports),China,,12.9
764,Thailand,2023,Major trading partner 2 (% of exports),China,,12
764,Thailand,2015,Major trading partner 2 (% of imports),Japan,,15.4
764,Thailand,2020,Major trading partner 2 (% of imports),Japan,,13.3
764,Thailand,2023,Major trading partner 2 (% of imports),Japan,,11.3
764,Thailand,2015,Major trading partner 3 (% of exports),Japan,,9.4
764,Thailand,2020,Major trading partner 3 (% of exports),Japan,,9.9
764,Thailand,2023,Major trading partner 3 (% of exports),Japan,,8.6
764,Thailand,2015,Major trading partner 3 (% of imports),United States,,6.9
764,Thailand,2020,Major trading partner 3 (% of imports),United States,,7.3
764,Thailand,2023,Major trading partner 3 (% of imports),United States,,6
626,Timor-Leste,2015,Major trading partner 1 (% of exports),China,,8.5
626,Timor-Leste,2020,Major trading partner 1 (% of exports),China,,0.5
626,Timor-Leste,2023,Major trading partner 1 (% of exports),China,,26.1
626,Timor-Leste,2015,Major trading partner 1 (% of imports),Indonesia,,31.9
626,Timor-Leste,2020,Major trading partner 1 (% of imports),Indonesia,,37.5
626,Timor-Leste,2023,Major trading partner 1 (% of imports),Indonesia,,28.8
626,Timor-Leste,2015,Major trading partner 2 (% of exports),Indonesia,,25.4
626,Timor-Leste,2020,Major trading partner 2 (% of exports),Indonesia,,0.6
626,Timor-Leste,2023,Major trading partner 2 (% of exports),Indonesia,,21.9
626,Timor-Leste,2015,Major trading partner 2 (% of imports),China,,15.1
626,Timor-Leste,2020,Major trading partner 2 (% of imports),China,,15.8
626,Timor-Leste,2023,Major trading partner 2 (% of imports),China,,14.8
626,Timor-Leste,2015,Major trading partner 3 (% of exports),Republic of Korea,,2
626,Timor-Leste,2020,Major trading partner 3 (% of exports),Republic of Korea,,10.7
626,Timor-Leste,2023,Major trading partner 3 (% of exports),Republic of Korea,,21.2
626,Timor-Leste,2015,Major trading partner 3 (% of imports),"Other Asia, nes",,0.5
626,Timor-Leste,2020,Major trading partner 3 (% of imports),"Other Asia, nes",,2.7
626,Timor-Leste,2023,Major trading partner 3 (% of imports),"Other Asia, nes",,10.2
768,Togo,2015,Major trading partner 1 (% of exports),India,,8.3
768,Togo,2020,Major trading partner 1 (% of exports),India,,7.5
768,Togo,2023,Major trading partner 1 (% of exports),India,,22.5
768,Togo,2015,Major trading partner 1 (% of imports),China,,19.7
768,Togo,2020,Major trading partner 1 (% of imports),China,,20.3
